Time,Temperature,Humidity,CPU
Time,Temperature,Humidity,CPU
 16:54:11,83.7,30.0,41.3
 16:54:12,83.7,30.0,40.8
 16:54:14,83.7,30.2,40.8
 16:54:15,83.7,30.2,41.3
 16:54:17,83.5,30.3,40.8
 16:54:18,83.5,30.3,40.8
 16:54:19,83.1,30.3,40.8
 16:54:21,83.1,30.3,40.8
 16:54:22,82.9,30.3,40.8
 16:54:23,82.9,30.3,40.8
 16:54:25,82.9,30.4,41.3
 16:54:26,82.9,30.4,41.3
 16:54:28,82.9,30.5,40.8
 16:54:29,82.9,30.5,40.8
 16:54:30,82.6,30.5,41.3
 16:54:31,82.6,30.5,41.3
 16:54:33,82.6,30.6,41.9
 16:54:34,82.6,30.6,41.9
 16:54:36,82.4,30.8,41.3
 16:54:37,82.4,30.8,41.9
 16:54:38,82.2,30.9,41.9
 16:54:40,82.2,30.9,42.9
 16:54:41,82.0,31.1,42.9
 16:54:42,82.0,31.1,42.9
 16:54:44,82.0,31.2,42.4
 16:54:45,82.0,31.2,42.9
 16:54:47,81.7,31.1,42.4
 16:54:48,81.7,31.1,42.9
 16:54:49,81.7,31.3,42.9
 16:54:51,81.7,31.3,43.5
 16:54:52,81.5,31.4,42.4
 16:54:53,81.5,31.4,42.9
 16:54:55,81.3,31.5,41.9
 16:54:56,81.3,31.5,42.9
 16:54:58,81.3,31.6,42.9
 16:54:59,81.3,31.6,42.9
 16:55:00,81.0,31.7,42.9
 16:55:01,81.0,31.7,42.9
 16:55:03,80.8,31.8,42.9
 16:55:04,80.8,31.8,42.9
 16:55:06,80.8,32.0,42.9
 16:55:07,80.8,32.0,43.5
 16:55:08,80.8,32.0,43.5
 16:55:10,80.8,32.0,43.5
 16:55:11,80.4,32.3,42.9
 16:55:12,80.4,32.3,42.9
 16:55:14,80.4,32.4,42.9
 16:55:15,80.4,32.4,42.9
 16:55:17,80.2,32.3,42.9
 16:55:18,80.2,32.3,44.0
 16:55:19,80.1,32.5,44.0
 16:55:21,80.1,32.5,44.0
 16:55:22,79.9,32.6,43.5
 16:55:23,79.9,32.6,44.0
 16:55:25,79.9,32.8,43.5
 16:55:26,79.9,32.8,44.0
 16:55:28,79.9,32.7,44.0
 16:55:29,79.9,32.7,44.5
 16:55:30,79.7,32.6,43.5
 16:55:32,79.7,32.6,44.5
 16:55:33,79.5,32.8,44.0
