Time,Temperature,Humidity,Ultraviolet,Ambient,CPU
 18:49:51,77.5,35.9,0,92,52.6
 18:49:52,77.5,35.9,0,92,52.6
 18:49:54,77.4,35.5,0,91,52.1
 18:49:55,77.4,35.5,0,91,52.6
 18:49:57,77.4,35.6,0,91,52.1
