Time,Temperature,Humidity,CPU
Time,Temperature,Humidity,CPU
 16:44:02,71.8,39.3,47.8
 16:44:03,71.8,39.3,47.2
 16:44:05,72.0,39.2,47.2
 16:44:06,72.0,39.2,47.2
 16:44:08,72.0,39.5,46.7
 16:44:09,72.0,39.5,47.2
 16:44:10,71.8,39.6,46.2
 16:44:12,71.8,39.6,46.7
 16:44:13,72.0,39.5,46.2
 16:44:14,72.0,39.5,46.2
 16:44:16,72.0,39.5,46.2
 16:44:17,72.0,39.5,46.7
 16:44:19,72.0,39.6,46.2
 16:44:20,72.0,39.6,46.7
 16:44:21,72.0,39.3,46.2
 16:44:22,72.0,39.3,46.2
 16:44:24,71.8,39.3,46.2
 16:44:25,71.8,39.3,46.2
 16:44:27,72.0,39.2,46.2
 16:44:28,72.0,39.2,47.2
 16:44:30,72.0,39.3,46.7
 16:44:31,72.0,39.3,47.8
 16:44:32,72.0,39.2,47.8
 16:44:33,72.0,39.2,47.2
 16:44:35,72.0,39.2,47.2
 16:44:36,72.0,39.2,47.2
 16:44:38,72.0,39.1,47.2
 16:44:39,72.0,39.1,47.2
 16:44:41,72.1,39.2,47.2
 16:44:42,72.1,39.2,47.2
 16:44:43,72.1,39.2,47.2
 16:44:44,72.1,39.2,47.2
 16:44:46,72.1,39.3,47.2
 16:44:47,72.1,39.3,46.2
 16:44:49,72.1,39.4,47.2
 16:44:50,72.1,39.4,47.2
 16:44:52,72.1,39.4,47.2
 16:44:53,72.1,39.4,47.2
 16:44:54,72.0,39.5,47.2
 16:44:55,72.0,39.5,47.2
 16:44:57,72.1,39.3,47.2
 16:44:59,72.1,39.5,46.7
 16:45:00,72.1,39.5,47.2
 16:45:02,72.1,39.5,47.2
 16:45:03,72.1,39.5,47.2
 16:45:05,72.1,39.4,47.2
 16:45:06,72.1,39.4,47.2
 16:45:07,72.1,39.5,46.7
 16:45:09,72.1,39.5,47.2
 16:45:10,72.1,39.6,47.2
 16:45:11,72.1,39.6,47.8
 16:45:13,72.1,39.5,46.7
 16:45:14,72.1,39.5,47.2
 16:45:16,72.1,39.7,47.2
 16:45:17,72.1,39.7,47.2
 16:45:18,72.0,39.6,47.2
 16:45:20,72.0,39.6,47.2
 16:45:21,72.3,39.5,47.2
 16:45:22,72.3,39.5,47.2
 16:45:24,72.1,39.6,46.7
 16:45:25,72.1,39.6,46.2
 16:45:27,72.3,39.5,46.7
 16:45:28,72.3,39.5,46.7
 16:45:29,72.3,39.5,47.2
 16:45:31,72.3,39.5,47.2
 16:45:32,72.3,39.4,47.2
 16:45:33,72.3,39.4,47.2
 16:45:35,72.3,39.5,46.7
 16:45:36,72.3,39.5,47.2
 16:45:38,72.1,39.5,47.2
 16:45:39,72.1,39.5,47.8
 16:45:40,72.3,39.3,47.2
 16:45:41,72.3,39.3,47.8
 16:45:43,72.5,39.4,47.2
 16:45:44,72.5,39.4,47.2
 16:45:46,72.3,39.5,47.2
 16:45:47,72.3,39.5,47.2
 16:45:49,72.3,39.3,46.7
 16:45:50,72.3,39.3,47.2
 16:45:51,72.5,39.5,47.2
 16:45:52,72.5,39.5,47.2
 16:45:54,72.5,39.3,46.7
 16:45:55,72.5,39.3,47.2
 16:45:57,72.5,39.4,47.2
 16:45:58,72.5,39.4,47.8
 16:45:59,72.5,39.4,47.2
 16:46:01,72.5,39.4,47.2
 16:46:02,72.5,39.2,47.2
 16:46:03,72.5,39.2,47.2
 16:46:05,72.7,39.2,47.2
 16:46:06,72.7,39.2,47.2
 16:46:08,72.7,39.2,47.2
 16:46:09,72.7,39.2,47.2
 16:46:10,72.7,39.3,47.2
 16:46:12,72.7,39.3,47.2
 16:46:13,72.7,39.3,47.8
 16:46:14,72.7,39.3,47.2
 16:46:16,72.7,39.2,47.2
 16:46:17,72.7,39.2,47.2
 16:46:19,72.7,39.2,47.2
 16:46:20,72.7,39.2,47.2
 16:46:21,72.9,39.2,47.2
 16:46:23,72.9,39.2,47.8
 16:46:24,72.7,39.2,47.2
 16:46:25,72.7,39.2,47.2
 16:46:27,72.7,39.3,47.2
 16:46:28,72.7,39.3,47.2
 16:46:30,72.9,39.2,47.2
 16:46:31,72.9,39.2,47.8
 16:46:32,72.7,39.3,47.2
 16:46:34,72.7,39.3,47.2
 16:46:35,72.9,39.2,48.3
 16:46:36,72.9,39.2,47.2
 16:46:38,72.9,39.0,47.2
 16:46:39,72.9,39.0,47.8
 16:46:41,72.9,39.1,47.2
 16:46:42,72.9,39.1,47.8
 16:46:43,72.9,39.2,47.2
 16:46:45,72.9,39.2,47.8
 16:46:46,72.9,39.1,47.8
 16:46:47,72.9,39.1,47.8
 16:46:49,72.9,39.0,47.8
 16:46:50,72.9,39.0,47.8
 16:46:52,72.9,39.2,47.2
 16:46:53,72.9,39.2,47.8
 16:46:54,72.9,39.1,47.2
 16:46:55,72.9,39.1,47.2
 16:46:57,72.9,39.2,47.2
 16:46:58,72.9,39.2,47.2
 16:47:00,72.9,39.0,47.2
 16:47:01,72.9,39.0,47.8
 16:47:02,72.9,39.0,47.8
 16:47:04,72.9,39.0,47.8
 16:47:05,73.0,39.0,47.8
 16:47:06,73.0,39.0,47.8
 16:47:08,73.0,39.0,47.2
 16:47:09,73.0,39.0,47.2
 16:47:11,73.0,39.0,47.2
 16:47:12,73.0,39.0,47.2
 16:47:13,72.9,39.0,48.3
 16:47:15,72.9,39.0,47.8
 16:47:16,72.9,39.0,47.8
 16:47:17,72.9,39.0,47.8
 16:47:19,73.0,39.0,47.8
 16:47:20,73.0,39.0,47.2
 16:47:22,73.0,39.0,48.3
 16:47:23,73.0,39.0,47.8
 16:47:24,73.0,38.9,47.8
 16:47:26,73.0,38.9,48.3
 16:47:27,73.0,39.0,47.2
 16:47:28,73.0,39.0,47.8
 16:50:54,73.0,38.8,48.3
 16:50:55,73.0,38.8,48.3
 16:50:57,73.0,39.0,47.2
 16:50:58,73.0,39.0,47.8
 16:50:59,73.0,39.0,47.8
 16:51:01,73.0,39.0,48.3
 16:51:02,73.0,38.9,47.8
 16:51:03,73.0,38.9,47.8
 16:51:05,73.2,39.1,48.3
 16:51:06,73.2,39.1,49.4
 16:51:07,73.0,38.9,49.4
 16:51:09,73.0,38.9,49.4
 16:51:10,73.0,38.8,51.0
 16:51:11,73.0,38.8,49.9
 16:51:13,73.2,38.8,49.9
 16:51:14,73.2,38.8,49.4
 16:51:16,73.0,38.8,49.4
 16:51:17,73.0,38.8,49.4
 16:51:18,73.0,38.9,48.3
 16:51:19,73.0,38.9,48.3
 16:51:21,73.2,39.1,48.9
 16:51:22,73.2,39.1,48.3
 16:51:24,73.2,38.9,48.3
 16:51:25,73.2,38.9,48.3
 16:51:26,73.4,38.8,48.3
 16:51:28,73.4,38.8,49.4
 16:51:29,73.2,38.9,49.4
 16:51:30,73.2,38.9,50.5
 16:51:32,73.2,38.8,49.9
 16:51:33,73.2,38.8,50.5
 16:51:34,73.2,38.7,51.0
 16:51:36,73.2,38.7,50.5
 16:51:37,73.2,38.8,49.9
 16:51:38,73.2,38.8,49.4
 16:51:40,73.2,38.7,49.4
 16:51:41,73.2,38.7,49.4
 16:51:43,73.2,38.8,48.9
 16:51:44,73.2,38.8,48.3
 16:51:45,73.2,38.8,48.3
 16:51:47,73.2,38.8,48.9
 16:51:48,73.2,38.8,49.4
 16:51:49,73.2,38.8,48.3
 16:51:51,73.4,38.7,48.3
 16:51:52,73.4,38.7,48.9
 16:51:54,73.4,38.7,48.3
 16:51:55,73.4,38.7,48.3
 16:51:56,73.2,38.7,48.3
 16:51:58,73.2,38.7,48.3
 16:51:59,73.4,38.7,48.3
 16:52:00,73.4,38.7,48.3
 16:52:02,73.4,38.7,48.9
 16:52:03,73.4,38.7,48.3
 16:52:05,73.2,38.6,48.3
 16:52:06,73.2,38.6,48.3
 16:52:07,73.4,38.6,48.3
 16:52:08,73.4,38.6,48.9
 16:52:10,73.4,38.8,48.3
 16:52:11,73.4,38.8,48.9
 16:52:13,73.4,38.6,48.3
 16:52:14,73.4,38.6,48.3
 16:52:16,73.4,38.5,47.8
 16:52:17,73.4,38.5,48.3
 16:52:18,73.6,38.7,48.3
 16:52:19,73.6,38.7,48.9
 16:52:21,73.4,38.7,48.3
 16:52:22,73.4,38.7,48.3
 16:52:24,73.4,38.5,48.3
 16:52:25,73.4,38.5,48.3
 16:52:26,73.4,38.5,48.3
 16:52:28,73.4,38.5,48.3
 16:52:29,73.4,38.7,48.3
 16:52:30,73.4,38.7,48.3
 16:52:32,73.4,38.5,48.3
 16:52:33,73.4,38.5,47.8
 16:52:35,73.4,38.6,48.3
 16:52:36,73.4,38.6,48.3
 16:52:37,73.4,38.7,48.3
 16:52:39,73.4,38.7,48.3
 16:52:40,73.6,38.7,48.3
 16:52:41,73.6,38.7,48.3
 16:52:43,73.4,38.7,47.8
 16:52:44,73.4,38.7,48.3
 16:52:46,73.4,38.6,47.8
 16:52:47,73.4,38.6,48.3
 16:52:48,73.4,38.6,48.3
 16:52:50,73.4,38.6,48.9
 16:52:51,73.6,38.8,48.3
 16:52:52,73.6,38.8,48.3
 16:52:54,73.4,38.7,47.8
 16:52:55,73.4,38.7,48.3
 16:52:57,73.4,38.8,47.8
 16:52:58,73.4,38.8,47.8
 16:52:59,73.4,38.7,47.8
 16:53:01,73.4,38.7,48.3
 16:53:02,73.4,38.6,47.8
 16:53:03,73.4,38.6,48.3
 16:53:05,73.4,38.6,47.8
 16:53:06,73.4,38.6,48.3
 16:53:08,73.4,38.6,48.3
 16:53:09,73.4,38.6,48.3
 16:53:10,73.4,38.7,48.3
 16:53:11,73.4,38.7,48.3
 16:53:13,73.4,38.6,48.3
 16:53:14,73.4,38.6,48.3
 16:53:16,73.6,38.6,47.2
 16:53:17,73.6,38.6,48.3
 16:53:19,73.4,38.7,48.3
 16:53:20,73.4,38.7,48.3
 16:53:21,73.6,38.7,48.3
 16:53:22,73.6,38.7,48.3
 16:53:24,73.4,38.7,48.3
 16:53:25,73.4,38.7,48.3
 16:53:27,73.4,38.8,48.3
 16:53:28,73.4,38.8,47.8
 16:53:29,73.6,38.6,48.3
 16:53:31,73.6,38.6,48.3
 16:53:32,73.4,38.7,47.8
 16:53:33,73.4,38.7,48.3
 16:53:35,73.6,38.7,47.8
 16:53:36,73.6,38.7,48.3
 16:53:38,73.6,38.5,47.8
 16:53:39,73.6,38.5,48.3
 16:53:40,73.6,38.9,47.8
 16:53:42,73.6,38.9,48.3
 16:53:43,73.4,38.6,48.3
 16:53:44,73.4,38.6,48.3
 16:53:46,73.4,38.7,48.3
 16:53:47,73.4,38.7,48.3
 16:53:49,73.4,38.7,48.3
 16:53:50,73.4,38.7,48.9
 16:53:51,73.6,38.8,48.3
 16:53:53,73.6,38.8,47.8
 16:53:54,73.2,38.8,48.3
 16:53:55,73.2,38.8,47.8
 16:53:57,73.6,38.9,47.8
 16:53:58,73.6,38.9,48.3
 16:54:00,73.4,38.7,47.8
 16:54:01,73.4,38.7,48.3
 16:54:02,73.4,38.8,47.8
 16:54:03,73.4,38.8,48.3
 16:54:05,73.6,38.7,48.3
 16:54:06,73.6,38.7,47.8
 16:54:08,73.4,38.8,48.3
 16:54:09,73.4,38.8,48.3
 16:54:11,73.4,38.7,48.3
 16:54:12,73.4,38.7,48.3
 16:54:13,73.4,38.7,48.3
 16:54:14,73.4,38.7,47.8
 16:54:16,73.4,38.8,48.3
 16:54:17,73.4,38.8,48.3
 16:54:19,73.6,38.7,48.3
 16:54:20,73.6,38.7,48.3
 16:54:21,73.4,38.8,48.3
 16:54:23,73.4,38.8,48.3
 16:54:24,73.4,38.8,47.8
 16:54:25,73.4,38.8,48.3
 16:54:27,73.4,38.7,48.3
 16:54:28,73.4,38.7,48.3
 16:54:30,73.4,38.6,47.8
 16:54:31,73.4,38.6,48.3
 16:54:32,73.4,38.6,47.2
 16:54:34,73.4,38.6,48.3
 16:54:35,73.4,38.7,48.3
 16:54:36,73.4,38.7,48.3
 16:54:38,73.6,38.8,47.8
 16:54:39,73.6,38.8,48.3
 16:54:41,73.6,38.7,48.3
 16:54:42,73.6,38.7,48.3
 16:54:43,73.6,38.7,48.3
 16:54:45,73.6,38.7,48.3
