Time,Temperature,Humidity,CPU
Time,Temperature,Humidity,CPU
 17:17:11,76.5,35.8,45.1
 17:17:12,76.5,35.8,45.1
 17:17:14,76.3,35.8,45.1
 17:17:15,76.3,35.8,44.5
 17:17:17,76.5,35.7,44.5
 17:17:18,76.5,35.7,44.5
 17:17:19,76.3,35.9,45.1
 17:17:20,76.3,35.9,44.5
 17:17:22,76.1,35.8,44.0
 17:17:23,76.1,35.8,44.5
 17:17:25,76.1,35.8,44.5
 17:17:26,76.1,35.8,44.5
 17:17:28,76.1,36.0,44.5
 17:17:29,76.1,36.0,44.5
 17:17:30,75.9,36.2,44.0
 17:17:31,75.9,36.2,44.5
 17:17:33,75.9,36.3,44.5
 17:17:34,75.9,36.3,44.5
 17:17:36,75.9,36.2,44.5
 17:17:37,75.9,36.2,45.1
 17:17:38,75.7,36.3,45.1
 17:17:40,75.7,36.3,45.1
 17:17:41,75.7,36.2,46.2
 17:17:42,75.7,36.2,45.6
 17:17:44,75.6,36.4,45.1
 17:17:45,75.6,36.4,45.1
 17:17:47,75.6,36.5,45.1
 17:17:48,75.6,36.5,45.1
 17:17:50,75.6,36.5,45.1
 17:17:51,75.6,36.5,45.1
 17:17:52,75.4,36.6,45.1
 17:17:54,75.4,36.6,45.1
 17:17:55,75.4,36.8,45.1
 17:17:56,75.4,36.8,45.1
 17:17:58,75.4,36.8,45.1
 17:17:59,75.4,36.8,45.1
 17:18:01,75.2,36.8,45.6
 17:18:02,75.2,36.8,45.1
 17:18:03,75.0,36.8,45.1
 17:18:04,75.0,36.8,44.5
 17:18:06,75.0,37.3,44.5
 17:18:07,75.0,37.3,45.1
 17:18:09,75.2,37.9,45.1
 17:18:10,75.2,37.9,44.0
 17:18:11,75.0,38.2,45.6
 17:18:13,75.0,38.2,45.1
 17:18:14,75.0,38.7,45.1
 17:18:15,75.0,38.7,45.1
 17:18:17,75.0,39.1,45.1
 17:18:18,75.0,39.1,45.1
 17:18:20,74.8,39.3,45.1
 17:18:21,74.8,39.3,45.6
 17:18:22,75.2,39.1,45.1
 17:18:24,75.2,39.1,45.1
 17:18:25,75.2,39.0,45.1
 17:18:26,75.2,39.0,45.1
 17:18:28,75.0,38.8,45.1
 17:18:29,75.0,38.8,45.1
 17:18:31,75.0,38.7,45.1
 17:18:32,75.0,38.7,45.1
 17:18:33,75.2,38.6,44.5
 17:18:35,75.2,38.6,45.6
 17:18:36,75.2,38.6,45.1
 17:18:37,75.2,38.6,45.6
 17:18:39,75.2,38.3,45.1
 17:18:40,75.2,38.3,45.6
 17:18:42,75.4,38.3,45.1
 17:18:43,75.4,38.3,45.6
 17:18:44,75.2,38.3,45.6
 17:18:46,75.2,38.3,45.6
 17:18:47,75.6,38.1,45.6
 17:18:48,75.6,38.1,45.1
 17:18:50,75.6,38.2,46.2
 17:18:51,75.6,38.2,45.6
 17:18:53,75.4,37.9,45.6
 17:18:54,75.4,37.9,45.6
 17:18:55,75.6,38.0,45.6
 17:18:56,75.6,38.0,45.6
 17:18:58,75.6,37.9,46.2
 17:18:59,75.6,37.9,46.2
 17:19:01,75.7,37.9,45.1
 17:19:02,75.7,37.9,46.2
 17:19:03,75.7,37.9,45.6
 17:19:05,75.7,37.9,45.6
 17:19:06,75.7,37.5,45.6
 17:19:07,75.7,37.5,46.2
 17:19:09,75.7,37.6,45.1
 17:19:10,75.7,37.6,45.6
 17:19:12,75.9,37.6,46.2
 17:19:13,75.9,37.6,46.2
 17:19:14,75.9,37.6,46.2
 17:19:16,75.9,37.6,46.2
 17:19:17,76.1,37.3,45.1
 17:19:18,76.1,37.3,46.2
 17:19:20,75.9,37.3,45.6
 17:19:21,75.9,37.3,46.2
 17:19:23,76.1,37.4,45.6
 17:19:24,76.1,37.4,45.6
 17:19:25,76.1,37.0,45.6
 17:19:27,76.1,37.0,45.6
 17:19:28,76.3,37.2,45.6
 17:19:29,76.3,37.2,46.2
 17:19:31,76.1,37.1,46.2
 17:19:32,76.1,37.1,46.2
 17:19:34,76.5,37.2,45.6
 17:19:35,76.5,37.2,46.2
 17:19:36,76.3,37.1,46.2
 17:19:38,76.3,37.1,46.2
 17:19:39,76.3,36.9,45.6
 17:19:40,76.3,36.9,46.2
 17:19:42,76.5,37.0,45.6
 17:19:43,76.5,37.0,46.2
 17:19:45,76.5,36.8,46.2
 17:19:46,76.5,36.8,46.2
 17:19:47,76.5,36.8,45.6
 17:19:49,76.5,36.8,46.2
 17:19:50,76.6,36.8,46.2
 17:19:51,76.6,36.8,46.2
 17:19:53,76.6,36.7,46.2
 17:19:54,76.6,36.7,46.2
 17:19:56,76.5,36.8,46.2
 17:19:57,76.5,36.8,46.7
 17:19:58,76.6,36.7,46.2
 17:19:59,76.6,36.7,46.2
 17:20:01,76.6,36.6,46.2
 17:20:02,76.6,36.6,46.2
 17:20:04,76.6,36.7,45.6
 17:20:05,76.6,36.7,46.2
 17:20:06,76.8,36.6,46.2
 17:20:08,76.8,36.6,46.2
 17:20:09,76.8,36.8,46.7
 17:20:10,76.8,36.8,46.2
 17:20:12,76.8,36.6,46.2
 17:20:13,76.8,36.6,46.2
 17:20:15,76.8,36.6,46.2
 17:20:16,76.8,36.6,46.2
 17:20:17,76.8,36.6,46.2
 17:20:19,76.8,36.6,46.7
 17:20:20,76.8,36.6,46.2
 17:20:21,76.8,36.6,46.2
 17:20:23,76.8,36.5,46.2
 17:20:24,76.8,36.5,46.2
 17:20:26,77.0,36.5,46.2
 17:20:27,77.0,36.5,46.2
 17:20:28,77.0,36.5,46.2
 17:20:30,77.0,36.5,46.2
 17:20:31,77.0,36.5,46.2
 17:20:32,77.0,36.5,47.2
 17:20:34,77.0,36.3,46.2
 17:20:35,77.0,36.3,46.7
 17:20:37,77.2,36.2,46.2
 17:20:38,77.2,36.2,47.2
 17:20:39,77.2,36.3,46.7
 17:20:40,77.2,36.3,47.2
 17:20:42,77.0,36.1,46.2
 17:20:43,77.0,36.1,46.2
 17:20:45,77.2,36.2,46.7
 17:20:46,77.2,36.2,46.7
 17:20:48,77.2,36.3,46.7
 17:20:49,77.2,36.3,46.7
 17:20:50,77.2,36.1,47.2
 17:20:51,77.2,36.1,46.7
 17:20:53,77.4,36.2,46.2
 17:20:54,77.4,36.2,47.2
 17:20:56,77.2,36.5,46.7
 17:20:57,77.2,36.5,47.2
