Time,Temperature,Humidity,CPU
Time,Temperature,Humidity,CPU
 13:18:16,76.8,49.2,56.9
 13:18:17,76.8,49.2,56.9
 13:18:19,77.0,49.4,55.8
 13:18:20,77.0,49.4,55.8
 13:18:22,77.2,49.2,55.8
 13:18:23,77.2,49.2,55.8
 13:18:24,77.0,49.3,55.8
 13:18:26,77.0,49.3,55.8
 13:18:27,77.0,49.4,55.8
 13:18:28,77.0,49.4,55.8
 13:18:30,77.2,49.5,55.8
 13:18:31,77.2,49.5,55.8
 13:18:33,77.0,49.5,54.8
 13:18:34,77.0,49.5,55.8
 13:18:35,77.0,49.4,55.8
 13:18:37,77.0,49.4,55.8
 13:18:38,77.0,49.4,55.8
 13:18:39,77.0,49.4,55.8
 13:18:41,77.0,49.4,55.8
 13:18:42,77.0,49.4,55.8
 13:18:44,76.8,49.4,55.8
 13:18:45,76.8,49.4,55.8
 13:18:46,77.0,49.2,56.4
 13:18:48,77.0,49.2,56.4
 13:18:49,77.0,49.1,55.8
 13:18:50,77.0,49.1,56.4
 13:18:52,77.0,49.2,55.8
 13:18:53,77.0,49.2,55.8
 13:18:55,77.0,49.1,55.8
 13:18:56,77.0,49.1,55.8
 13:18:57,77.0,49.2,55.8
 13:18:59,77.0,49.2,55.8
 13:19:00,77.0,49.2,55.3
 13:19:01,77.0,49.2,56.4
 13:19:03,77.0,49.3,55.8
 13:19:04,77.0,49.3,55.8
 13:19:06,77.0,49.3,55.8
 13:19:07,77.0,49.3,55.8
 13:19:08,77.0,49.4,55.8
 13:19:09,77.0,49.4,55.8
 13:19:11,77.0,49.4,55.8
 13:19:12,77.0,49.4,56.4
 13:19:14,77.0,49.5,55.8
 13:19:15,77.0,49.5,55.8
 13:19:16,77.0,49.3,55.3
 13:19:18,77.0,49.3,56.4
 13:19:19,77.0,49.2,55.8
 13:19:20,77.0,49.2,55.8
 13:19:22,77.2,49.4,55.8
 13:19:23,77.2,49.4,55.8
 13:19:25,77.0,49.3,55.8
 13:19:26,77.0,49.3,55.3
 13:19:27,77.0,49.3,55.8
 13:19:29,77.0,49.3,55.8
 13:19:30,77.0,49.2,55.8
 13:19:31,77.0,49.2,55.8
