Time,Temperature (F),Humidity,UV,Ultraviolet Radiation Index,Ambient Light,Lux,CPU
 14:21:22,90.7,26.8,157,6.636521739130435,65535,52428.0,66.6
 14:21:24,90.5,27.3,156,6.55304347826087,65535,52428.0,66.6
 14:21:27,90.5,27.6,159,6.511304347826087,65535,52428.0,67.1
 14:21:29,90.5,27.1,159,6.55304347826087,65535,52428.0,66.6
 14:21:32,90.7,26.7,159,6.636521739130435,65535,52428.0,66.6
 14:21:34,90.7,26.8,156,6.55304347826087,65535,52428.0,67.1
 14:21:37,91.0,26.7,157,6.55304347826087,65535,52428.0,67.1
 14:21:40,91.2,27.0,156,6.511304347826087,65535,52428.0,66.6
 14:21:42,91.2,27.8,154,6.511304347826087,65535,52428.0,66.6
 14:21:45,91.4,27.8,154,6.511304347826087,65535,52428.0,66.6
 14:21:47,91.4,27.0,156,6.636521739130435,65535,52428.0,66.6
 14:21:50,91.6,26.4,156,6.4278260869565225,65535,52428.0,66.6
 14:21:52,91.6,26.1,153,6.4278260869565225,65535,52428.0,66.6
 14:21:55,91.6,26.0,153,6.38608695652174,65535,52428.0,67.7
 14:21:57,91.4,25.9,152,6.260869565217392,65535,52428.0,66.6
 14:22:00,91.4,25.8,150,6.260869565217392,65535,52428.0,66.6
 14:22:02,91.4,25.7,150,6.260869565217392,65535,52428.0,66.6
 14:22:05,90.5,25.9,149,6.219130434782609,65535,52428.0,66.6
 14:22:07,90.3,26.1,149,6.219130434782609,65535,52428.0,66.6
 14:22:10,90.0,26.3,146,6.093913043478262,65535,52428.0,66.6
 14:22:13,90.3,26.1,144,6.010434782608696,65535,52428.0,66.6
 14:22:15,90.1,26.1,143,5.968695652173913,65535,52428.0,66.6
 14:22:18,90.1,26.2,143,5.968695652173913,65535,52428.0,66.6
 14:22:20,90.3,26.4,142,5.926956521739131,65535,52428.0,66.6
 14:22:23,90.1,26.5,142,5.926956521739131,65535,52428.0,66.1
 14:22:25,90.1,26.5,140,5.926956521739131,65535,52428.0,66.6
 14:22:28,90.1,26.3,143,5.843478260869565,65535,52428.0,65.5
 14:22:30,89.4,26.7,142,5.926956521739131,65535,52428.0,65.5
 14:22:33,89.1,26.9,140,5.843478260869565,65535,52428.0,66.1
 14:22:35,88.9,26.9,140,5.926956521739131,65535,52428.0,66.1
 14:22:38,88.9,27.4,142,5.968695652173913,65535,52428.0,66.1
 14:22:41,88.3,27.7,143,6.010434782608696,65535,52428.0,66.6
 14:22:43,88.2,28.1,143,5.968695652173913,65535,52428.0,65.0
 14:22:46,87.8,28.1,140,5.926956521739131,65535,52428.0,65.5
 14:22:48,88.0,27.9,143,5.968695652173913,65535,52428.0,65.0
 14:22:51,88.2,28.0,142,5.843478260869565,65535,52428.0,65.0
 14:22:53,88.2,28.2,140,5.843478260869565,65535,52428.0,65.5
 14:22:56,88.3,27.8,140,5.843478260869565,65535,52428.0,65.5
 14:22:58,88.0,28.0,140,5.843478260869565,65535,52428.0,65.5
 14:23:01,88.0,28.1,140,5.926956521739131,65535,52428.0,65.0
 14:23:03,88.0,28.1,140,5.926956521739131,65535,52428.0,65.5
 14:23:06,88.0,28.2,140,5.843478260869565,65535,52428.0,65.0
 14:23:08,88.2,28.2,140,5.843478260869565,65535,52428.0,65.0
 14:23:11,88.2,28.2,139,5.8017391304347825,65535,52428.0,64.5
 14:23:14,88.5,27.8,139,5.8017391304347825,65535,52428.0,65.0
 14:23:16,88.5,27.5,139,5.718260869565218,65535,52428.0,64.5
 14:23:19,88.7,27.3,137,5.718260869565218,65535,52428.0,65.0
 14:23:21,88.9,27.6,139,5.718260869565218,65535,52428.0,65.0
 14:23:24,88.9,28.1,137,5.676521739130435,65535,52428.0,65.0
 14:23:26,89.1,28.2,139,5.676521739130435,65535,52428.0,65.0
 14:23:29,88.9,28.1,136,5.676521739130435,65535,52428.0,64.5
 14:23:31,89.2,28.4,134,5.59304347826087,65535,52428.0,65.0
 14:23:34,89.4,28.6,136,5.676521739130435,65535,52428.0,65.5
 14:23:36,89.4,28.4,134,5.59304347826087,65535,52428.0,65.0
 14:23:39,89.6,28.2,134,5.59304347826087,65535,52428.0,65.5
 14:23:42,89.4,27.4,133,5.59304347826087,65535,52428.0,65.0
 14:23:44,89.6,27.3,134,5.59304347826087,65535,52428.0,65.5
 14:23:47,89.2,27.1,136,5.59304347826087,65535,52428.0,65.0
 14:23:49,89.1,27.0,134,5.59304347826087,65535,52428.0,64.5
 14:23:52,89.1,26.8,133,5.59304347826087,65535,52428.0,64.5
 14:23:54,88.9,26.8,136,5.59304347826087,65535,52428.0,65.0
 14:23:57,89.1,27.0,137,5.718260869565218,65535,52428.0,64.5
 14:23:59,88.9,27.7,137,5.676521739130435,65535,52428.0,65.0
 14:24:02,88.7,28.9,139,5.8017391304347825,65535,52428.0,64.5
 14:24:04,88.5,29.6,140,5.926956521739131,65535,52428.0,65.0
 14:24:07,88.2,30.0,140,5.926956521739131,65535,52428.0,64.5
 14:24:09,87.8,31.0,139,5.8017391304347825,65535,52428.0,64.5
 14:24:12,87.8,30.2,140,5.8017391304347825,65535,52428.0,64.5
 14:24:15,88.0,30.1,142,5.843478260869565,65535,52428.0,63.9
 14:24:17,88.0,30.1,139,5.8017391304347825,65535,52428.0,64.5
 14:24:20,88.0,29.7,139,5.718260869565218,65535,52428.0,63.9
 14:24:22,88.3,28.9,139,5.8017391304347825,65535,52428.0,65.0
 14:24:25,88.5,29.3,139,5.8017391304347825,65535,52428.0,64.5
 14:24:27,88.3,29.6,140,5.843478260869565,65535,52428.0,65.0
 14:24:30,88.7,29.1,137,5.8017391304347825,65535,52428.0,64.5
 14:24:32,88.3,28.9,139,5.843478260869565,65535,52428.0,64.5
 14:24:35,88.2,28.9,139,5.8017391304347825,65535,52428.0,64.5
 14:24:37,88.2,28.3,137,5.718260869565218,65535,52428.0,64.5
 14:24:40,88.2,28.2,136,5.8017391304347825,65535,52428.0,64.5
 14:24:43,88.2,28.2,139,5.8017391304347825,65535,52428.0,63.4
 14:24:45,88.0,28.2,140,5.926956521739131,65535,52428.0,64.5
 14:24:48,88.2,28.2,139,5.843478260869565,65535,52428.0,64.5
 14:24:50,87.8,28.0,139,5.8017391304347825,65535,52428.0,64.5
 14:24:53,88.0,27.7,134,5.676521739130435,65535,52428.0,64.5
 14:24:55,87.8,27.5,133,5.551304347826087,65535,52428.0,63.9
 14:24:58,88.0,27.6,132,5.509565217391304,65535,52428.0,64.5
 14:25:00,88.0,27.6,134,5.551304347826087,65535,52428.0,63.4
 14:25:03,88.0,27.8,132,5.509565217391304,65535,52428.0,64.5
 14:25:05,87.8,27.9,132,5.551304347826087,65535,52428.0,64.5
 14:25:08,87.6,28.0,133,5.59304347826087,65535,52428.0,63.4
 14:25:10,87.6,27.7,136,5.59304347826087,65535,52428.0,64.5
 14:25:13,87.8,27.9,137,5.676521739130435,65535,52428.0,63.4
 14:25:16,87.8,27.9,136,5.676521739130435,65535,52428.0,63.4
 14:25:18,87.6,27.7,136,5.718260869565218,65535,52428.0,63.4
 14:25:21,87.4,27.6,137,5.718260869565218,65535,52428.0,63.9
 14:25:23,87.6,27.6,134,5.59304347826087,65535,52428.0,63.9
 14:25:26,87.6,27.6,136,5.718260869565218,65535,52428.0,63.4
 14:25:28,87.6,27.7,137,5.8017391304347825,65535,52428.0,63.4
 14:25:31,87.6,27.7,137,5.8017391304347825,65535,52428.0,62.8
 14:25:33,87.8,27.7,136,5.718260869565218,65535,52428.0,63.4
 14:25:36,87.3,27.8,136,5.718260869565218,65535,52428.0,63.4
 14:25:38,87.3,28.1,139,5.8017391304347825,65535,52428.0,63.4
 14:25:41,87.1,28.3,139,5.8017391304347825,65535,52428.0,63.4
 14:25:44,86.7,28.2,139,5.8017391304347825,65535,52428.0,62.8
 14:25:46,86.5,28.7,139,5.843478260869565,65535,52428.0,62.3
 14:25:49,86.7,28.5,139,5.8017391304347825,65535,52428.0,63.4
 14:25:51,86.9,28.3,139,5.843478260869565,65535,52428.0,62.8
 14:25:54,87.3,28.0,140,5.843478260869565,65535,52428.0,62.3
 14:25:56,87.3,27.9,137,5.718260869565218,65535,52428.0,62.8
 14:25:59,86.9,28.3,139,5.8017391304347825,65535,52428.0,62.8
 14:26:01,87.1,28.3,139,5.8017391304347825,65535,52428.0,62.8
 14:26:04,87.3,28.4,139,5.718260869565218,65535,52428.0,62.3
 14:26:06,87.3,28.4,139,5.718260869565218,65535,52428.0,62.3
 14:26:09,87.1,28.1,136,5.676521739130435,65535,52428.0,62.8
 14:26:11,86.9,28.4,136,5.676521739130435,65535,52428.0,63.4
 14:26:14,87.1,29.3,134,5.551304347826087,65535,52428.0,63.4
 14:26:17,86.9,29.2,132,5.551304347826087,65535,52428.0,62.8
 14:26:19,87.1,29.5,132,5.59304347826087,65535,52428.0,62.3
 14:26:22,87.3,29.6,134,5.509565217391304,65535,52428.0,62.3
 14:26:24,86.9,29.2,130,5.509565217391304,65535,52428.0,62.3
 14:26:27,86.2,29.3,130,5.42608695652174,65535,52428.0,62.3
 14:26:29,86.2,29.1,130,5.384347826086957,65535,52428.0,62.3
 14:26:32,86.4,29.3,129,5.384347826086957,65535,52428.0,62.3
 14:26:34,86.5,29.1,127,5.300869565217392,65535,52428.0,62.3
 14:26:37,86.9,29.0,127,5.384347826086957,65535,52428.0,62.8
 14:26:39,86.9,28.9,130,5.42608695652174,65535,52428.0,62.3
 14:26:42,87.3,29.1,132,5.509565217391304,65535,52428.0,62.3
 14:26:45,87.1,29.4,132,5.551304347826087,65535,52428.0,62.3
 14:26:47,87.1,28.8,132,5.551304347826087,65535,52428.0,62.3
 14:26:50,87.3,28.7,133,5.551304347826087,65535,52428.0,62.3
 14:26:52,87.4,29.0,133,5.509565217391304,65535,52428.0,62.3
 14:26:55,87.6,29.3,133,5.551304347826087,65535,52428.0,62.8
 14:26:57,87.6,29.5,132,5.551304347826087,65535,52428.0,62.3
 14:27:00,87.8,29.0,132,5.551304347826087,65535,52428.0,62.3
 14:27:02,87.3,28.3,132,5.509565217391304,65535,52428.0,62.3
 14:27:05,86.9,28.6,130,5.42608695652174,65535,52428.0,62.3
 14:27:07,86.9,28.7,124,5.175652173913043,65535,52428.0,62.3
 14:27:10,86.7,28.7,120,4.966956521739131,65535,52428.0,62.3
 14:27:12,86.4,29.3,122,5.008695652173913,65535,52428.0,62.3
 14:27:15,86.7,29.3,117,4.966956521739131,65535,52428.0,62.8
 14:27:18,86.9,29.0,117,4.883478260869565,65535,52428.0,62.8
 14:27:20,86.5,28.7,116,4.8417391304347825,65535,52428.0,62.3
 14:27:23,86.2,28.8,114,4.8417391304347825,65535,52428.0,62.3
 14:27:25,86.2,28.7,114,4.758260869565218,65535,52428.0,62.3
 14:27:28,86.0,29.0,114,4.716521739130435,65535,52428.0,62.3
 14:27:30,86.0,29.0,112,4.591304347826087,65535,52428.0,62.3
 14:27:33,85.6,29.1,110,4.591304347826087,65535,52428.0,62.3
 14:27:35,85.3,28.8,107,4.591304347826087,65535,52428.0,62.3
 14:27:38,85.5,29.3,106,4.466086956521739,65535,52428.0,62.3
 14:27:40,85.5,29.6,109,4.549565217391304,65535,52428.0,62.3
 14:27:43,85.3,29.5,109,4.466086956521739,65535,52428.0,62.3
 14:27:46,85.3,29.7,107,4.549565217391304,65535,52428.0,62.3
 14:27:48,85.5,29.6,109,4.591304347826087,65535,52428.0,62.3
 14:27:51,85.3,29.4,109,4.549565217391304,65535,52428.0,62.8
 14:27:53,84.7,30.1,107,4.466086956521739,65535,52428.0,61.8
 14:27:56,84.4,30.4,106,4.466086956521739,65535,52428.0,62.3
 14:27:58,84.6,30.5,104,4.340869565217392,65535,52428.0,62.3
 14:28:01,84.6,31.1,103,4.340869565217392,65535,52428.0,61.2
 14:28:03,84.4,30.8,106,4.299130434782609,65535,52428.0,62.3
 14:28:06,84.6,30.4,104,4.340869565217392,65535,52428.0,61.2
 14:28:08,84.4,30.2,106,4.424347826086957,65535,52428.0,61.8
 14:28:11,84.4,30.0,106,4.466086956521739,65535,52428.0,61.8
 14:28:13,84.6,29.8,107,4.466086956521739,65535,52428.0,61.8
 14:28:16,84.7,29.7,106,4.424347826086957,65535,52428.0,61.8
 14:28:19,84.6,29.7,107,4.424347826086957,65535,52428.0,61.8
 14:28:21,84.7,29.7,107,4.466086956521739,65535,52428.0,61.8
 14:28:24,84.7,29.6,107,4.424347826086957,65535,52428.0,61.8
 14:28:26,84.9,29.6,107,4.466086956521739,65535,52428.0,61.8
 14:28:29,84.7,29.4,107,4.466086956521739,65535,52428.0,62.3
 14:28:31,84.9,29.6,107,4.466086956521739,65535,52428.0,61.8
 14:28:34,85.1,29.7,109,4.549565217391304,65535,52428.0,61.2
 14:28:36,85.3,29.4,109,4.549565217391304,65535,52428.0,61.8
 14:28:39,85.3,29.6,110,4.6747826086956525,65535,52428.0,62.3
 14:28:41,85.3,29.6,112,4.591304347826087,65535,52428.0,61.8
 14:28:44,85.3,29.5,112,4.591304347826087,65535,52428.0,61.2
 14:28:47,85.1,29.8,110,4.591304347826087,65535,52428.0,61.2
 14:28:49,85.3,29.7,112,4.591304347826087,65535,52428.0,62.3
 14:28:52,85.1,29.9,112,4.591304347826087,65535,52428.0,61.2
 14:28:54,85.1,30.2,110,4.549565217391304,65535,52428.0,61.2
 14:28:57,85.3,30.2,110,4.591304347826087,65535,52428.0,61.2
 14:28:59,85.1,29.6,110,4.6747826086956525,65535,52428.0,61.2
 14:29:02,85.1,29.4,112,4.6747826086956525,65535,52428.0,61.8
 14:29:04,84.9,29.5,110,4.6747826086956525,65535,52428.0,61.2
 14:29:07,85.3,29.3,113,4.716521739130435,65535,52428.0,61.2
 14:29:09,84.9,29.5,113,4.758260869565218,65535,52428.0,61.8
 14:29:12,84.9,30.1,114,4.758260869565218,65535,52428.0,61.2
 14:29:14,84.9,30.6,117,4.8417391304347825,65535,52428.0,61.2
 14:29:17,84.9,30.7,116,4.883478260869565,65535,52428.0,61.2
 14:29:20,84.9,30.4,117,4.8417391304347825,65535,52428.0,61.8
 14:29:22,84.9,29.9,116,4.8417391304347825,65535,52428.0,61.2
 14:29:25,84.9,29.9,114,4.8417391304347825,65535,52428.0,61.2
 14:29:27,84.9,29.9,116,4.8417391304347825,65535,52428.0,61.2
 14:29:30,85.1,30.0,116,4.883478260869565,65535,52428.0,61.8
 14:29:32,85.3,30.1,119,4.966956521739131,65535,52428.0,62.3
 14:29:35,85.5,30.0,120,4.966956521739131,65535,52428.0,61.2
 14:29:37,85.5,29.8,119,4.966956521739131,65535,52428.0,61.2
 14:29:40,85.6,29.6,119,5.008695652173913,65535,52428.0,61.8
 14:29:42,85.6,29.3,122,5.092173913043479,65535,52428.0,61.8
 14:29:45,85.8,29.1,122,5.008695652173913,65535,52428.0,61.2
 14:29:48,86.0,29.1,120,5.008695652173913,65535,52428.0,61.2
 14:29:50,86.2,28.9,119,5.008695652173913,65535,52428.0,61.8
 14:29:53,86.2,29.0,120,4.966956521739131,65535,52428.0,61.8
 14:29:55,86.2,28.9,119,4.966956521739131,65535,52428.0,61.8
 14:29:58,86.0,28.7,117,4.966956521739131,65535,52428.0,62.3
 14:30:00,86.2,29.1,117,4.883478260869565,65535,52428.0,61.2
 14:30:03,86.0,29.0,117,4.883478260869565,65535,52428.0,62.3
 14:30:05,86.2,29.2,117,4.8417391304347825,65535,52428.0,62.3
 14:30:08,86.5,29.2,116,4.8417391304347825,65535,52428.0,61.2
 14:30:10,86.5,29.1,114,4.8417391304347825,65535,52428.0,61.2
 14:30:13,86.5,29.3,114,4.8417391304347825,65535,52428.0,61.2
 14:30:15,86.5,29.1,113,4.716521739130435,65535,52428.0,61.2
 14:30:18,86.5,29.2,113,4.716521739130435,65535,52428.0,62.3
 14:30:21,86.4,29.3,113,4.758260869565218,65535,52428.0,61.8
 14:30:23,86.5,29.8,116,4.758260869565218,65535,52428.0,61.8
 14:30:26,86.5,30.0,113,4.758260869565218,65535,52428.0,61.8
 14:30:28,86.4,29.6,113,4.758260869565218,65535,52428.0,61.8
 14:30:31,86.2,29.9,113,4.716521739130435,65535,52428.0,61.2
 14:30:33,85.8,30.1,113,4.716521739130435,65535,52428.0,62.3
 14:30:36,86.0,30.4,112,4.716521739130435,65535,52428.0,61.2
 14:30:38,86.0,30.6,112,4.716521739130435,65535,52428.0,61.8
 14:30:41,86.0,30.6,114,4.758260869565218,65535,52428.0,61.8
 14:30:43,86.0,31.0,116,4.758260869565218,65535,52428.0,61.2
 14:30:46,86.0,30.9,116,4.8417391304347825,65535,52428.0,61.8
 14:30:49,86.2,30.4,114,4.8417391304347825,65535,52428.0,61.8
 14:30:51,86.2,29.8,116,4.8417391304347825,65535,52428.0,61.2
 14:30:54,86.4,29.7,116,4.8417391304347825,65535,52428.0,62.3
 14:30:56,86.4,30.0,114,4.758260869565218,65535,52428.0,62.3
 14:30:59,86.4,29.5,113,4.8417391304347825,65535,52428.0,62.3
 14:31:01,86.5,29.1,114,4.8417391304347825,65535,52428.0,61.8
 14:31:04,86.7,28.7,114,4.716521739130435,65535,52428.0,61.2
 14:31:06,86.5,28.7,113,4.6747826086956525,65535,52428.0,61.8
 14:31:09,86.5,28.9,112,4.716521739130435,65535,52428.0,62.3
 14:31:11,86.5,29.1,113,4.758260869565218,65535,52428.0,61.2
 14:31:14,86.4,29.6,114,4.758260869565218,65535,52428.0,61.8
 14:31:16,86.2,29.8,113,4.758260869565218,65535,52428.0,61.8
 14:31:19,86.2,30.0,113,4.716521739130435,65535,52428.0,61.2
 14:31:22,86.2,30.9,113,4.716521739130435,65535,52428.0,61.8
 14:31:24,85.8,30.9,112,4.6747826086956525,65535,52428.0,61.2
 14:31:27,85.8,30.7,112,4.716521739130435,65535,52428.0,61.2
 14:31:29,86.0,31.0,112,4.6747826086956525,65535,52428.0,62.3
 14:31:32,86.0,29.9,110,4.6747826086956525,65535,52428.0,61.2
 14:31:34,86.0,29.4,112,4.6747826086956525,65535,52428.0,61.8
 14:31:37,86.2,29.4,112,4.591304347826087,65535,52428.0,62.3
 14:31:39,86.0,29.0,110,4.6747826086956525,65535,52428.0,61.2
 14:31:42,85.8,28.7,110,4.6747826086956525,65535,52428.0,61.8
 14:31:44,85.6,28.7,110,4.6747826086956525,65535,52428.0,62.3
 14:31:47,85.6,28.9,112,4.716521739130435,65535,52428.0,61.2
 14:31:50,85.6,29.1,112,4.6747826086956525,65535,52428.0,62.3
 14:31:52,85.8,29.2,110,4.591304347826087,65535,52428.0,61.8
 14:31:55,86.0,29.3,109,4.591304347826087,65535,52428.0,61.2
 14:31:57,86.0,29.5,110,4.591304347826087,65535,52428.0,61.8
 14:32:00,86.0,29.5,110,4.6747826086956525,65535,52428.0,61.8
 14:32:02,85.8,29.0,110,4.591304347826087,65535,52428.0,61.8
 14:32:05,86.0,28.7,109,4.549565217391304,65535,52428.0,62.3
 14:32:07,85.8,28.9,107,4.549565217391304,65535,52428.0,61.8
 14:32:10,85.6,29.3,107,4.466086956521739,65535,52428.0,61.2
 14:32:12,85.3,29.4,107,4.549565217391304,65535,52428.0,61.8
 14:32:15,85.5,29.3,106,4.466086956521739,65535,52428.0,62.3
 14:32:17,85.5,29.4,106,4.424347826086957,65535,52428.0,62.3
 14:32:20,85.3,29.5,106,4.424347826086957,65535,52428.0,61.2
 14:32:23,85.5,29.3,104,4.466086956521739,65535,52428.0,62.3
 14:32:25,85.5,29.2,107,4.424347826086957,65535,52428.0,61.8
 14:32:28,85.5,28.9,106,4.466086956521739,65535,52428.0,61.2
 14:32:30,85.6,29.1,104,4.424347826086957,65535,52428.0,61.8
 14:32:33,85.6,29.1,104,4.424347826086957,65535,52428.0,61.8
 14:32:35,85.5,29.2,109,4.549565217391304,65535,52428.0,61.2
 14:32:38,85.5,29.0,109,4.591304347826087,65535,52428.0,61.8
 14:32:40,85.5,29.2,107,4.466086956521739,65535,52428.0,61.2
 14:32:43,85.6,29.3,109,4.549565217391304,65535,52428.0,62.3
 14:32:45,85.3,30.0,107,4.549565217391304,65535,52428.0,62.3
 14:32:48,85.3,30.8,109,4.549565217391304,65535,52428.0,61.2
 14:32:51,85.3,30.8,110,4.549565217391304,65535,52428.0,61.8
 14:32:53,85.1,31.0,110,4.6747826086956525,65535,52428.0,61.8
 14:32:56,85.3,30.9,110,4.6747826086956525,65535,52428.0,61.8
 14:32:58,85.1,30.3,112,4.6747826086956525,65535,52428.0,61.2
 14:33:01,84.9,29.9,112,4.591304347826087,65535,52428.0,61.2
 14:33:03,84.9,29.6,112,4.591304347826087,65535,52428.0,61.8
 14:33:06,84.9,29.5,112,4.6747826086956525,65535,52428.0,61.8
 14:33:08,85.1,29.3,110,4.6747826086956525,65535,52428.0,61.2
 14:33:11,85.1,29.3,110,4.6747826086956525,65535,52428.0,61.2
