Time,Temperature (F),Humidity,UV,Ultraviolet Radiation Index,Ambient Light,Lux,CPU
 13:35:33,92.7,24.6,187,7.805217391304348,65535,52428.0,62.8
 13:35:35,92.8,24.7,189,7.888695652173913,65535,52428.0,62.3
 13:35:38,92.7,24.7,190,7.930434782608696,65535,52428.0,62.8
 13:35:40,92.7,24.5,190,7.888695652173913,65535,52428.0,62.3
 13:35:43,92.1,24.4,190,7.930434782608696,65535,52428.0,62.3
 13:35:45,91.8,25.2,190,7.930434782608696,65535,52428.0,62.3
 13:35:48,91.8,25.2,190,8.013913043478261,65535,52428.0,62.3
 13:35:51,91.8,25.3,194,8.097391304347827,65535,52428.0,62.3
 13:35:53,91.6,25.1,193,8.013913043478261,65535,52428.0,61.8
 13:35:56,91.6,25.0,193,8.055652173913044,65535,52428.0,62.3
 13:35:58,91.9,24.9,193,8.097391304347827,65535,52428.0,62.3
 13:36:01,91.9,24.7,192,8.055652173913044,65535,52428.0,61.8
 13:36:03,91.8,24.6,193,8.055652173913044,65535,52428.0,62.3
 13:36:06,91.8,24.7,190,8.013913043478261,65535,52428.0,62.3
 13:36:08,91.4,25.1,187,7.805217391304348,65535,52428.0,62.3
 13:36:11,91.2,25.2,193,8.055652173913044,65535,52428.0,61.8
 13:36:13,91.2,25.1,189,7.888695652173913,65535,52428.0,62.3
 13:36:16,91.2,25.0,192,8.013913043478261,65535,52428.0,61.8
 13:36:18,91.0,25.3,189,7.888695652173913,65535,52428.0,61.2
 13:36:21,90.9,25.3,184,7.638260869565218,65535,52428.0,61.2
 13:36:24,90.7,25.2,177,7.471304347826087,65535,52428.0,61.2
 13:36:26,90.7,25.3,177,7.387826086956522,65535,52428.0,61.8
 13:36:29,90.7,25.3,177,7.387826086956522,65535,52428.0,61.2
 13:36:31,90.5,25.3,177,7.387826086956522,65535,52428.0,62.3
 13:36:34,90.1,25.3,177,7.387826086956522,65535,52428.0,61.8
 13:36:36,89.8,25.8,176,7.262608695652174,65535,52428.0,61.8
 13:36:39,89.1,26.0,170,7.179130434782609,65535,52428.0,61.2
 13:36:41,89.2,26.2,176,7.34608695652174,65535,52428.0,61.2
 13:36:44,89.2,26.6,179,7.51304347826087,65535,52428.0,61.2
 13:36:46,89.6,26.7,192,8.055652173913044,65535,52428.0,61.2
 13:36:49,89.4,26.7,187,7.763478260869565,65535,52428.0,61.2
 13:36:52,89.8,26.4,190,7.930434782608696,65535,52428.0,61.2
 13:36:54,89.2,26.1,197,8.222608695652175,65535,52428.0,61.2
 13:36:57,89.2,26.0,194,8.097391304347827,65535,52428.0,60.7
 13:36:59,89.1,26.4,194,8.097391304347827,65535,52428.0,60.7
 13:37:02,88.9,26.7,197,8.306086956521739,65535,52428.0,61.2
 13:37:04,88.7,26.6,196,8.097391304347827,65535,52428.0,61.2
 13:37:07,89.1,26.5,189,7.930434782608696,65535,52428.0,61.2
 13:37:09,89.1,26.6,186,7.888695652173913,65535,52428.0,61.2
 13:37:12,89.2,26.5,189,7.888695652173913,65535,52428.0,61.2
 13:37:14,89.2,26.5,183,7.763478260869565,65535,52428.0,61.2
 13:37:17,88.9,26.8,180,7.51304347826087,65535,52428.0,61.2
 13:37:19,88.2,26.6,177,7.387826086956522,65535,52428.0,61.2
 13:37:22,88.3,26.6,183,7.763478260869565,65535,52428.0,60.7
 13:37:25,88.5,26.7,194,8.180869565217392,65535,52428.0,61.2
 13:37:27,88.5,27.1,199,8.347826086956522,65535,52428.0,60.1
 13:37:30,89.1,26.4,206,8.47304347826087,65535,52428.0,60.7
 13:37:32,89.2,26.6,206,8.723478260869566,65535,52428.0,60.7
 13:37:35,89.1,26.7,206,8.47304347826087,65535,52428.0,60.7
 13:37:37,88.7,26.2,202,8.347826086956522,65535,52428.0,60.7
 13:37:40,88.9,26.8,202,8.431304347826087,65535,52428.0,61.8
 13:37:42,88.9,26.8,197,8.306086956521739,65535,52428.0,60.1
 13:37:45,88.9,26.6,196,8.180869565217392,65535,52428.0,61.2
 13:37:47,89.4,26.7,192,8.055652173913044,65535,52428.0,61.2
 13:37:50,89.6,26.7,192,7.930434782608696,65535,52428.0,61.2
 13:37:53,89.8,26.4,187,7.763478260869565,65535,52428.0,60.7
 13:37:55,90.0,26.2,187,7.763478260869565,65535,52428.0,60.7
 13:37:58,90.0,26.2,183,7.680000000000001,65535,52428.0,61.2
 13:38:00,90.3,26.4,183,7.638260869565218,65535,52428.0,60.7
 13:38:03,90.0,26.0,186,7.763478260869565,65535,52428.0,60.7
